CASE#,DATE  OF OCCURRENCE,BLOCK, IUCR, PRIMARY DESCRIPTION, SECONDARY DESCRIPTION, LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
JD360253,09/07/2020 11:30:00 AM,073XX S EVANS AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,323,6,07,1182493,1856570,41.761640651,-87.606704317,"(41.761640651, -87.606704317)"
JD368551,08/19/2020 12:00:00 AM,010XX E OAKWOOD BLVD,0810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,N,N,212,4,06,1184088,1879806,41.82536503,-87.600132224,"(41.82536503, -87.600132224)"
JD364149,09/11/2020 11:00:00 AM,086XX S MARYLAND AVE,0560,ASSAULT,SIMPLE,RESIDENCE,N,N,632,8,08A,1183405,1847803,41.737561891,-87.603634286,"(41.737561891, -87.603634286)"
JD363823,09/11/2020 01:55:00 PM,008XX W IRVING PARK RD,0560,ASSAULT,SIMPLE,HOSPITAL BUILDING / GROUNDS,N,N,1915,46,08A,1169817,1926762,41.954537688,-87.651118841,"(41.954537688, -87.651118841)"
JD364298,09/11/2020 07:00:00 PM,007XX W WAYMAN ST,0810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1214,42,06,1171400,1902335,41.887474096,-87.646019249,"(41.887474096, -87.646019249)"
JD364091,09/11/2020 06:00:00 AM,036XX N NORDICA AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1632,38,07,1128429,1923444,41.946235999,-87.803345022,"(41.946235999, -87.803345022)"
JD364904,09/11/2020 09:04:00 PM,036XX W ADDISON ST,1310,CRIMINAL DAMAGE,TO PROPERTY,CTA TRAIN,N,N,1732,45,14,1151466,1923690,41.946488939,-87.718661096,"(41.946488939, -87.718661096)"
JD363980,09/11/2020 10:30:00 AM,063XX S FAIRFIELD AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,N,N,825,17,05,1159133,1862552,41.778565718,-87.692157822,"(41.778565718, -87.692157822)"
JD363502,09/11/2020 09:00:00 AM,025XX W MONTROSE AVE,0810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1911,47,06,1158462,1929134,41.961287044,-87.692796336,"(41.961287044, -87.692796336)"
JD393265,10/08/2020 08:55:00 PM,096XX S LUELLA AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,N,N,431,7,04A,1192962,1841284,41.719445449,-87.568832732,"(41.719445449, -87.568832732)"
JD364842,09/11/2020 09:00:00 AM,041XX N MAPLEWOOD AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,N,N,1911,47,05,1158653,1927413,41.956560604,-87.69214146,"(41.956560604, -87.69214146)"
JD393255,10/08/2020 09:05:00 PM,016XX N KEATING AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,STREET,N,N,2533,37,14,1144478,1910543,41.910546932,-87.744678836,"(41.910546932, -87.744678836)"
JD368781,09/11/2020 09:00:00 PM,076XX S KEDZIE AVE,0810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,835,18,06,1156371,1853721,41.754388164,-87.702521013,"(41.754388164, -87.702521013)"
JD365264,09/10/2020 09:59:00 PM,037XX S WABASH AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER (SPECIFY),N,N,213,3,11,1177346,1880050,41.826189809,-87.624859232,"(41.826189809, -87.624859232)"
JD363893,09/11/2020 07:00:00 AM,040XX N LAPORTE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,1624,45,14,1142630,1926592,41.954621575,-87.75106737,"(41.954621575, -87.75106737)"
JD219473,04/28/2020 09:45:00 PM,060XX S KEDZIE AVE,0860,THEFT,RETAIL THEFT,CONVENIENCE STORE,N,N,823,16,06,1156091,1864310,41.783451628,-87.70326286,"(41.783451628, -87.70326286)"
JD364417,09/11/2020 11:49:00 PM,020XX N HAMLIN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,N,Y,2525,26,08B,1150720,1913162,41.917613869,-87.721679254,"(41.917613869, -87.721679254)"
JD363492,09/11/2020 09:00:00 AM,007XX W LAKE ST,0530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,N,N,1224,27,04A,1171210,1901678,41.885675419,-87.646736286,"(41.885675419, -87.646736286)"
JD219136,04/28/2020 11:00:00 AM,014XX E 67TH ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,STREET,N,N,321,5,11,1186980,1860856,41.77329663,-87.590123498,"(41.77329663, -87.590123498)"
JD364336,09/11/2020 10:02:00 PM,012XX S INDEPENDENCE BLVD,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,RESIDENCE - YARD (FRONT / BACK),Y,N,1011,24,15,1151449,1894159,41.865453392,-87.719500335,"(41.865453392, -87.719500335)"
JD363454,09/11/2020 05:30:00 AM,019XX W JACKSON BLVD,0560,ASSAULT,SIMPLE,SIDEWALK,N,Y,1225,27,08A,1163615,1898637,41.877494027,-87.674712257,"(41.877494027, -87.674712257)"
JD367967,04/01/2020 12:01:00 AM,021XX S ALBANY AVE,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,N,N,1022,24,02,1156016,1889671,41.853046996,-87.702855588,"(41.853046996, -87.702855588)"
JD364136,09/11/2020 05:43:00 PM,014XX W 66TH ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,SIDEWALK,Y,N,725,16,15,1167685,1860974,41.77405623,-87.6608508,"(41.77405623, -87.6608508)"
JD364131,09/11/2020 06:20:00 PM,018XX S ST LOUIS AVE,041A,BATTERY,AGGRAVATED - HANDGUN,SIDEWALK,N,N,1021,24,04B,1153330,1890725,41.85599299,-87.712686192,"(41.85599299, -87.712686192)"
JD365350,09/11/2020 01:34:00 AM,055XX W CULLOM AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,1624,38,06,1138616,1928041,41.958671656,-87.765788396,"(41.958671656, -87.765788396)"
JD364533,09/11/2020 09:17:00 PM,018XX N LINDER AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,2532,37,07,1139444,1911571,41.913461196,-87.76314702,"(41.913461196, -87.76314702)"
JD367934,09/05/2020 01:56:00 PM,063XX S WOODLAWN AVE,0820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,N,N,314,20,06,1185302,1863367,41.780226662,-87.596195666,"(41.780226662, -87.596195666)"
JD364381,09/11/2020 09:00:00 PM,044XX N CLARK ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1913,46,14,1165732,1929488,41.962106197,-87.666057818,"(41.962106197, -87.666057818)"
JD364196,09/11/2020 05:14:00 PM,023XX W 52ND ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,N,N,932,15,26,1161774,1869962,41.798845293,-87.682269977,"(41.798845293, -87.682269977)"
JD363366,09/11/2020 12:30:00 AM,056XX S GREEN ST,0820,THEFT,$500 AND UNDER,STREET,N,N,712,20,06,1171601,1867448,41.791736704,-87.646305896,"(41.791736704, -87.646305896)"
JD364275,09/11/2020 08:53:00 PM,038XX W POLK ST,0560,ASSAULT,SIMPLE,SIDEWALK,N,N,1133,24,08A,1150902,1896091,41.870765737,-87.721457856,"(41.870765737, -87.721457856)"
JD367143,09/11/2020 09:00:00 AM,034XX N CICERO AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1634,31,07,1143763,1922653,41.94379141,-87.747001297,"(41.94379141, -87.747001297)"
JD392703,10/08/2020 12:30:00 PM,027XX S SPAULDING AVE,0313,ROBBERY,ARMED - OTHER DANGEROUS WEAPON,SIDEWALK,N,N,1032,22,03,1154807,1885616,41.841943874,-87.707401519,"(41.841943874, -87.707401519)"
JD367652,08/22/2020 08:57:00 PM,0000X W 36TH ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,N,N,213,3,11,1176726,1881132,41.829172913,-87.627101228,"(41.829172913, -87.627101228)"
JD364982,09/11/2020 04:30:00 PM,019XX W OGDEN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1231,27,14,1163312,1897077,41.873219626,-87.675868666,"(41.873219626, -87.675868666)"
JD364014,09/11/2020 02:35:00 PM,114XX S MAPLEWOOD AVE,1792,KIDNAPPING,CHILD ABDUCTION / STRANGER,SIDEWALK,N,N,2212,19,26,1161434,1828780,41.685842548,-87.684655262,"(41.685842548, -87.684655262)"
JD364155,09/11/2020 06:38:00 PM,0000X E ROOSEVELT RD,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,Y,N,123,4,06,1176576,1895067,41.867414944,-87.627231186,"(41.867414944, -87.627231186)"
JD363511,09/11/2020 09:23:00 AM,054XX S CORNELL AVE,0560,ASSAULT,SIMPLE,APARTMENT,N,Y,234,5,08A,1188179,1869502,41.796993404,-87.585452635,"(41.796993404, -87.585452635)"
JD364280,09/11/2020 08:50:00 PM,016XX N MOBILE AVE,0312,ROBBERY,ARMED - KNIFE / CUTTING INSTRUMENT,STREET,N,N,2513,29,03,1133950,1910217,41.909844104,-87.783363083,"(41.909844104, -87.783363083)"
JD397247,06/26/2020 12:00:00 PM,072XX S ELLIS AVE,0820,THEFT,$500 AND UNDER,APARTMENT,N,N,324,5,06,1184144,1857262,41.763501137,-87.600631704,"(41.763501137, -87.600631704)"
JD367246,09/11/2020 08:30:00 PM,053XX N AUSTIN AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,N,N,1622,45,26,1135212,1935013,41.977864666,-87.778136933,"(41.977864666, -87.778136933)"
JD392815,10/08/2020 01:46:00 PM,003XX W 61ST PL,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,Y,N,711,20,15,1174786,1864123,41.782542113,-87.634726204,"(41.782542113, -87.634726204)"
JD393961,10/08/2020 07:00:00 PM,027XX W BERWYN AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,2011,40,06,1157192,1935090,41.977656583,-87.697302989,"(41.977656583, -87.697302989)"
JD364113,09/11/2020 05:55:00 PM,041XX W 31ST ST,0560,ASSAULT,SIMPLE,ALLEY,N,N,1031,22,08A,1149098,1883714,41.836836797,-87.728401147,"(41.836836797, -87.728401147)"
JD363354,09/11/2020 03:05:00 AM,080XX S MAY ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,612,21,14,1170052,1851409,41.74775752,-87.65245137,"(41.74775752, -87.65245137)"
JD365160,09/11/2020 09:00:00 AM,043XX W 26TH ST,0820,THEFT,$500 AND UNDER,STREET,N,N,1013,22,06,1147852,1886365,41.844135485,-87.732905268,"(41.844135485, -87.732905268)"
JD364397,09/11/2020 11:21:00 PM,113XX S DR MARTIN LUTHER KING JR DR,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,531,9,08B,1180932,1829847,41.6883455,-87.613244774,"(41.6883455, -87.613244774)"
JD457129,12/12/2020 12:45:00 PM,062XX S MICHIGAN AVE,0560,ASSAULT,SIMPLE,APARTMENT,Y,N,311,20,08A,1178263,1863570,41.780946398,-87.621995369,"(41.780946398, -87.621995369)"
JD363902,09/11/2020 02:35:00 PM,074XX S VINCENNES AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,Y,N,731,6,15,1175879,1855545,41.758978686,-87.630975797,"(41.758978686, -87.630975797)"
JD314557,07/29/2020 09:30:00 PM,011XX S CANAL ST,0320,ROBBERY,STRONG ARM - NO WEAPON,BANK,Y,N,124,25,03,1173307,1895355,41.868278395,-87.639223526,"(41.868278395, -87.639223526)"
JD366647,09/11/2020 08:00:00 AM,027XX S INDIANA AVE,0810,THEFT,OVER $500,APARTMENT,N,N,133,4,06,1178044,1886556,41.844026941,-87.622100808,"(41.844026941, -87.622100808)"
JD367993,07/05/2020 12:00:00 PM,104XX S AVENUE H,0820,THEFT,$500 AND UNDER,SIDEWALK,N,N,432,10,06,1202826,1836387,41.705761657,-87.532871503,"(41.705761657, -87.532871503)"
JD299630,07/16/2020 03:00:00 AM,061XX S KENWOOD AVE,5000,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,NURSING / RETIREMENT HOME,N,N,314,20,26,1186129,1864575,41.783522021,-87.593125671,"(41.783522021, -87.593125671)"
JD369763,09/16/2020 09:15:00 PM,055XX S MICHIGAN AVE,0460,BATTERY,SIMPLE,STREET,N,N,225,20,08B,1178100,1868327,41.794003774,-87.622448757,"(41.794003774, -87.622448757)"
JD369227,09/16/2020 02:15:00 PM,020XX W ROSCOE ST,1330,CRIMINAL TRESPASS,TO LAND,RESTAURANT,Y,N,1921,32,26,1162308,1922576,41.943211791,-87.678840499,"(41.943211791, -87.678840499)"
JD218852,04/28/2020 02:00:00 AM,005XX E 33RD PL,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,N,N,211,4,05,1180708,1882808,41.83368122,-87.612439993,"(41.83368122, -87.612439993)"
JD370053,09/16/2020 05:00:00 PM,057XX W NEWPORT AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,Y,1633,36,14,1137534,1922360,41.943102026,-87.769903614,"(41.943102026, -87.769903614)"
JD362517,09/09/2020 09:00:00 PM,001XX N CENTRAL AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,Y,N,1523,29,07,1139023,1900551,41.883228644,-87.764961923,"(41.883228644, -87.764961923)"
JD369293,09/16/2020 03:32:00 PM,086XX S JUSTINE ST,0460,BATTERY,SIMPLE,ALLEY,N,N,614,21,08B,1167512,1847363,41.736709496,-87.661874406,"(41.736709496, -87.661874406)"
JD320111,08/03/2020 07:00:00 PM,001XX W LAKE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,CTA TRAIN,N,N,122,42,14,1175301,1901735,41.885741029,-87.631711749,"(41.885741029, -87.631711749)"
JD392885,10/08/2020 02:30:00 PM,111XX S COTTAGE GROVE AVE,0560,ASSAULT,SIMPLE,CTA BUS,N,N,531,9,08A,1181829,1831381,41.692534384,-87.609913783,"(41.692534384, -87.609913783)"
JD393481,10/08/2020 03:00:00 PM,026XX E 117TH ST,0610,BURGLARY,FORCIBLE ENTRY,OTHER RAILROAD PROPERTY / TRAIN DEPOT,N,N,434,10,05,1195742,1828047,41.683053599,-87.559086495,"(41.683053599, -87.559086495)"
JD396743,10/08/2020 11:18:00 AM,006XX N MICHIGAN AVE,0890,THEFT,FROM BUILDING,COMMERCIAL / BUSINESS OFFICE,N,N,1834,42,06,1177327,1904330,41.892816145,-87.624193198,"(41.892816145, -87.624193198)"
JD392360,10/08/2020 02:30:00 AM,064XX S COTTAGE GROVE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,BARBERSHOP,N,N,312,20,14,1182672,1862402,41.777640075,-87.605867481,"(41.777640075, -87.605867481)"
JD393030,10/08/2020 01:00:00 AM,025XX N TRIPP AVE,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,RESIDENCE,N,N,2524,31,11,1147622,1916574,41.927036787,-87.732973738,"(41.927036787, -87.732973738)"
JD392727,10/08/2020 12:51:00 PM,025XX W CERMAK RD,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,N,N,1034,28,06,1159734,1889313,41.851988885,-87.689219118,"(41.851988885, -87.689219118)"
JD392840,10/08/2020 11:00:00 AM,075XX S ESSEX AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,ALLEY,N,N,421,7,04A,1194175,1855389,41.758121135,-87.563928087,"(41.758121135, -87.563928087)"
JD392400,10/08/2020 12:01:00 AM,112XX S MAY ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,N,N,2234,34,11,1170675,1830002,41.688999992,-87.650790383,"(41.688999992, -87.650790383)"
JD394123,10/08/2020 09:00:00 PM,022XX E 70TH ST,0820,THEFT,$500 AND UNDER,STREET,N,N,331,5,06,1192282,1858985,41.768035091,-87.570748774,"(41.768035091, -87.570748774)"
JD384529,09/30/2020 06:00:00 PM,054XX N BROADWAY,0460,BATTERY,SIMPLE,OTHER (SPECIFY),N,N,2023,48,08B,1167332,1936198,41.980484313,-87.659981409,"(41.980484313, -87.659981409)"
JD396020,10/08/2020 07:00:00 PM,066XX S KILDARE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,833,13,08B,1148849,1860228,41.772392513,-87.729919869,"(41.772392513, -87.729919869)"
JD397055,10/07/2020 07:01:00 AM,009XX N DRAKE AVE,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,APARTMENT,N,N,1121,27,11,1152538,1906113,41.898234987,-87.715186457,"(41.898234987, -87.715186457)"
JD392345,10/08/2020 01:20:00 AM,014XX W ELMDALE AVE,0320,ROBBERY,STRONG ARM - NO WEAPON,STREET,N,N,2433,48,03,1165525,1939958,41.990840649,-87.666519226,"(41.990840649, -87.666519226)"
JD394192,10/08/2020 12:01:00 AM,008XX N WOOD ST,0820,THEFT,$500 AND UNDER,STREET,N,N,1212,1,06,1164238,1905911,41.897441318,-87.672219005,"(41.897441318, -87.672219005)"
JD392683,10/08/2020 12:10:00 PM,085XX S COLFAX AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,Y,423,7,14,1194981,1848844,41.74014132,-87.561189495,"(41.74014132, -87.561189495)"
JD393343,10/08/2020 11:00:00 PM,048XX W MADISON ST,0460,BATTERY,SIMPLE,GAS STATION,N,N,1533,28,08B,1144203,1899587,41.880487595,-87.745964635,"(41.880487595, -87.745964635)"
JD397149,09/28/2020 09:30:00 PM,046XX N CLIFTON AVE,0890,THEFT,FROM BUILDING,OTHER (SPECIFY),N,N,1913,46,06,1167677,1930933,41.966029543,-87.658865072,"(41.966029543, -87.658865072)"
JD393292,10/08/2020 05:00:00 PM,007XX W LAKE ST,0810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1214,27,06,1171203,1901678,41.885675573,-87.646761991,"(41.885675573, -87.646761991)"
JD393334,10/08/2020 10:50:00 PM,042XX W JACKSON BLVD,0454,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",STREET,Y,Y,1132,28,08B,1148155,1898349,41.877015243,-87.731485006,"(41.877015243, -87.731485006)"
JD392323,10/08/2020 12:23:00 AM,012XX S TROY ST,1360,CRIMINAL TRESPASS,TO VEHICLE,SIDEWALK,Y,N,1022,24,26,1155554,1894293,41.865739569,-87.704427025,"(41.865739569, -87.704427025)"
JD393368,10/08/2020 11:40:00 PM,011XX N KEYSTONE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,N,Y,1111,37,14,1149176,1907349,41.901692505,-87.727502852,"(41.901692505, -87.727502852)"
JD393138,10/08/2020 06:47:00 PM,086XX S ABERDEEN ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,613,21,14,1170492,1847614,41.737333956,-87.650949347,"(41.737333956, -87.650949347)"
JD392406,10/08/2020 12:30:00 AM,031XX S CENTRAL PARK AVE,0915,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1032,22,07,1152867,1883557,41.836332297,-87.714575208,"(41.836332297, -87.714575208)"
JD392787,10/08/2020 12:34:00 PM,013XX W MARQUETTE RD,0560,ASSAULT,SIMPLE,RESIDENCE,N,N,724,17,08A,1168588,1860336,41.772286054,-87.657558952,"(41.772286054, -87.657558952)"
JD393080,10/08/2020 02:00:00 PM,017XX W ESTES AVE,0560,ASSAULT,SIMPLE,APARTMENT,N,N,2423,49,08A,1163676,1947450,42.01143819,-87.673107779,"(42.01143819, -87.673107779)"
JD393695,10/08/2020 09:00:00 PM,061XX S INGLESIDE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,313,20,14,1183503,1864541,41.783490352,-87.602754437,"(41.783490352, -87.602754437)"
JD393219,10/08/2020 06:15:00 PM,036XX W WOLFRAM ST,0620,BURGLARY,UNLAWFUL ENTRY,CHURCH / SYNAGOGUE / PLACE OF WORSHIP,N,N,2523,30,05,1151607,1918709,41.932817907,-87.718274183,"(41.932817907, -87.718274183)"
JD392573,10/08/2020 10:25:00 AM,023XX W FARWELL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,2411,50,08B,1159457,1945538,42.006279844,-87.688684252,"(42.006279844, -87.688684252)"
JD392403,10/08/2020 03:06:00 AM,107XX S SANGAMON ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE - YARD (FRONT / BACK),N,N,2233,34,07,1171887,1833755,41.699272376,-87.646243692,"(41.699272376, -87.646243692)"
JD392932,10/08/2020 03:13:00 PM,033XX W DIVISION ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,ALLEY,N,Y,1121,26,08B,1153917,1907786,41.902798478,-87.710076831,"(41.902798478, -87.710076831)"
JD393196,10/08/2020 07:58:00 PM,008XX N MILWAUKEE AVE,031A,ROBBERY,ARMED - HANDGUN,RESTAURANT,N,N,1213,27,03,1168439,1905831,41.897131925,-87.656791646,"(41.897131925, -87.656791646)"
JD396620,09/23/2020 12:35:00 PM,005XX E 32ND ST,0820,THEFT,$500 AND UNDER,APARTMENT,N,N,211,4,06,1180539,1883677,41.836069707,-87.613033345,"(41.836069707, -87.613033345)"
JD393565,10/08/2020 07:00:00 PM,013XX W 112TH PL,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,N,N,2234,34,05,1169218,1830117,41.689347127,-87.656121111,"(41.689347127, -87.656121111)"
JD392368,10/08/2020 02:39:00 AM,046XX S LA CROSSE AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,RESIDENCE,N,N,814,22,15,1144807,1873381,41.808563364,-87.744406636,"(41.808563364, -87.744406636)"
JD393307,10/08/2020 04:30:00 PM,100XX S MAY ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,2232,34,07,1170425,1838204,41.711513003,-87.651467894,"(41.711513003, -87.651467894)"
JD393340,10/08/2020 05:00:00 PM,034XX N WESTERN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1921,47,07,1159771,1922681,41.943552694,-87.688162342,"(41.943552694, -87.688162342)"
JD392780,10/08/2020 01:45:00 PM,003XX W CHICAGO AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,1831,42,06,1174001,1905669,41.896565217,-87.636368223,"(41.896565217, -87.636368223)"
JD392649,10/08/2020 12:00:00 PM,001XX N STATE ST,0860,THEFT,RETAIL THEFT,DRIVEWAY - RESIDENTIAL,N,N,111,42,06,1176338,1901346,41.884650262,-87.627915459,"(41.884650262, -87.627915459)"
JD392539,10/08/2020 06:00:00 AM,011XX N MILWAUKEE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1213,2,07,1165945,1907942,41.902978257,-87.665891392,"(41.902978257, -87.665891392)"
JD392900,10/08/2020 12:40:00 PM,002XX W WASHINGTON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,122,42,08B,1174594,1900807,41.883210375,-87.634335728,"(41.883210375, -87.634335728)"
JD392385,10/08/2020 04:20:00 AM,016XX W 50TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,931,20,07,1166345,1871560,41.803134164,-87.665461537,"(41.803134164, -87.665461537)"
JD390494,10/06/2020 11:16:00 AM,127XX S WALLACE ST,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,Y,N,523,9,04B,1174624,1820496,41.662827232,-87.636614639,"(41.662827232, -87.636614639)"
JD392393,10/08/2020 06:00:00 AM,049XX N KENMORE AVE,0560,ASSAULT,SIMPLE,APARTMENT,N,N,2024,48,08A,1168355,1933247,41.972364558,-87.656304974,"(41.972364558, -87.656304974)"
JD393411,10/08/2020 07:00:00 PM,013XX W POTOMAC AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1433,27,07,1167609,1908827,41.905371065,-87.659753703,"(41.905371065, -87.659753703)"
JD393202,10/08/2020 07:30:00 PM,008XX N ST LOUIS AVE,3731,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,STREET,Y,N,1121,27,24,1152896,1905326,41.896068297,-87.713892414,"(41.896068297, -87.713892414)"
JD392801,10/08/2020 01:19:00 PM,035XX S DR MARTIN LUTHER KING JR DR,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,Y,N,212,4,24,1179479,1881640,41.830504355,-87.616985147,"(41.830504355, -87.616985147)"
JD397076,09/16/2020 04:38:00 AM,031XX N LINCOLN AVE,0810,THEFT,OVER $500,RESIDENCE - GARAGE,N,N,1933,32,06,1165424,1920988,41.93878838,-87.66743301,"(41.93878838, -87.66743301)"
JD392957,10/08/2020 03:50:00 PM,049XX W SUPERIOR ST,0530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,N,N,1531,37,04A,1143306,1904515,41.894027415,-87.749135182,"(41.894027415, -87.749135182)"
JD393274,10/08/2020 09:06:00 PM,107XX S CHAMPLAIN AVE,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,N,N,513,9,04B,1182508,1833974,41.699634246,-87.607347854,"(41.699634246, -87.607347854)"
JD393317,10/08/2020 08:54:00 PM,024XX N LINCOLN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,N,N,1932,43,14,1169993,1916684,41.926879391,-87.650766841,"(41.926879391, -87.650766841)"
JD392428,10/08/2020 07:00:00 AM,047XX S ADA ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,N,Y,933,20,08B,1168128,1873302,41.807876201,-87.658872309,"(41.807876201, -87.658872309)"
JD392377,10/08/2020 04:10:00 AM,011XX W CERMAK RD,1210,DECEPTIVE PRACTICE,THEFT OF LABOR / SERVICES,RESTAURANT,N,N,1235,25,11,1168907,1889572,41.852505856,-87.655544324,"(41.852505856, -87.655544324)"
JD392968,10/08/2020 04:05:00 PM,004XX W BARRY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,N,Y,1934,44,08B,1172724,1920656,41.937718623,-87.640613767,"(41.937718623, -87.640613767)"
JD397321,08/30/2020 03:44:00 AM,023XX N CLYBOURN AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,N,N,1811,2,11,1165441,1915547,41.923857611,-87.667525821,"(41.923857611, -87.667525821)"
JD397029,10/05/2020 01:00:00 PM,101XX S BENSLEY AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,N,N,431,7,11,1194490,1838145,41.710794359,-87.563339056,"(41.710794359, -87.563339056)"
JD392999,10/08/2020 03:00:00 PM,091XX S LAFLIN ST,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,RESIDENCE,N,N,2221,21,11,1167942,1844042,41.727586967,-87.660394149,"(41.727586967, -87.660394149)"
